size,subject,layer,shape,mean_r,median_r,std_r,min_r,max_r,nan_count,inf_count,zero_ratio,positive_ratio,file
13B,4,0,"(10242,)",0.08447559686672221,0.08949633219133936,0.02255896936777924,-0.12624630828872496,0.1523237724432602,0,0,0.0,0.9780316344463972,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer0/base_subj4_corrlh.npy
13B,5,0,"(10242,)",0.06807067543005679,0.07454571565019474,0.026354613511406857,-0.1035743163883287,0.14986673014617385,0,0,0.0,0.9550868970904121,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer0/base_subj5_corrlh.npy
13B,6,0,"(10242,)",0.03934792219593869,0.04202480902671683,0.014121625118927035,-0.09635454088650863,0.09746761174371177,0,0,0.0,0.9693419254051943,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer0/base_subj6_corrlh.npy
13B,7,0,"(10242,)",0.0959471747184957,0.10031030143425809,0.02046344761990432,-0.09462175889705525,0.13500815256570045,0,0,0.0,0.9855496973247413,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer0/base_subj7_corrlh.npy
13B,8,0,"(10242,)",0.16753601794674935,0.18419896522325824,0.06305640129624478,-0.21861489854029392,0.24485495028142612,0,0,0.0,0.9580160124975591,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer0/base_subj8_corrlh.npy
13B,4,1,"(10242,)",0.07778047794090263,0.08287277543158728,0.022170656330792234,-0.1284664248570075,0.13790087755826147,0,0,0.0,0.9772505370044913,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer1/base_subj4_corrlh.npy
13B,5,1,"(10242,)",0.08962410118325144,0.10041031828810729,0.036561914918909,-0.14771019328347418,0.1535692668104394,0,0,0.0,0.9473735598515914,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer1/base_subj5_corrlh.npy
13B,6,1,"(10242,)",0.042587039506144495,0.045338461701096705,0.013586964518369148,-0.15600034493647863,0.08957395048348343,0,0,0.0,0.9767623511033001,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer1/base_subj6_corrlh.npy
13B,7,1,"(10242,)",0.09728272480888514,0.10172850154297378,0.020488911220030232,-0.1195755194753445,0.14672838830513427,0,0,0.0,0.9860378832259324,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer1/base_subj7_corrlh.npy
13B,8,1,"(10242,)",0.23532222339947037,0.25706131165022095,0.0833815141365852,-0.26407680396500594,0.3215587888925727,0,0,0.0,0.9605545791837532,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer1/base_subj8_corrlh.npy
13B,4,10,"(10242,)",0.062136117009302626,0.06738467965965572,0.020368284790954396,-0.13494943989173402,0.11298667983549857,0,0,0.0,0.9720757664518649,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer10/base_subj4_corrlh.npy
13B,5,10,"(10242,)",0.07519987351027942,0.08843094068063408,0.040361297430504824,-0.18258075578744482,0.16315284472336522,0,0,0.0,0.9321421597344268,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer10/base_subj5_corrlh.npy
13B,6,10,"(10242,)",-0.025517173239719828,-0.027196328242483945,0.008735814711961401,-0.07471729083936235,0.06427455963357552,0,0,0.0,0.030365163054090996,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer10/base_subj6_corrlh.npy
13B,7,10,"(10242,)",0.03753262005247188,0.03811934521649839,0.011458149161824584,-0.0957072231733534,0.15089405508821488,0,0,0.0,0.9847685998828354,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer10/base_subj7_corrlh.npy
13B,8,10,"(10242,)",0.2030357388307899,0.22410652533344017,0.07686623535220677,-0.25320190993906333,0.27710378428847826,0,0,0.0,0.9559656317125561,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer10/base_subj8_corrlh.npy
13B,4,11,"(10242,)",0.08705754029468835,0.09352863369698713,0.025909728373493417,-0.11413482994317932,0.1478931062281682,0,0,0.0,0.9722710408123414,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer11/base_subj4_corrlh.npy
13B,5,11,"(10242,)",0.12607211771878007,0.14060719235651775,0.0510106218558135,-0.18154443082779015,0.2415712938625289,0,0,0.0,0.9496192149970709,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer11/base_subj5_corrlh.npy
13B,6,11,"(10242,)",-0.011506776070673911,-0.012903202628930167,0.010203166724371075,-0.09182165687079177,0.08559825494043127,0,0,0.0,0.06024214020699082,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer11/base_subj6_corrlh.npy
13B,7,11,"(10242,)",0.05267615183355743,0.05410031209129914,0.015158702924717313,-0.1066807505705467,0.1313853663373885,0,0,0.0,0.9836945909002148,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer11/base_subj7_corrlh.npy
13B,8,11,"(10242,)",0.16108540484114658,0.17782911641180826,0.061960344699677906,-0.20895191964978213,0.21718774691378379,0,0,0.0,0.9575278265963679,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer11/base_subj8_corrlh.npy
13B,4,12,"(10242,)",0.10202343726989599,0.11046789568186119,0.02882423569315608,-0.17032915068782517,0.1795640137459881,0,0,0.0,0.9760788908416325,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer12/base_subj4_corrlh.npy
13B,5,12,"(10242,)",0.03404847668325203,0.040995142861557816,0.02398792453421553,-0.12698087671854597,0.11903824374259014,0,0,0.0,0.920132786565124,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer12/base_subj5_corrlh.npy
13B,6,12,"(10242,)",0.023102831698688264,0.02460649781751322,0.008848028455279277,-0.06611612765946465,0.07913194822418541,0,0,0.0,0.9680726420620972,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer12/base_subj6_corrlh.npy
13B,7,12,"(10242,)",0.0701704616270093,0.07411783389103715,0.0185777302978949,-0.1119579186255342,0.12310549712148304,0,0,0.0,0.9799843780511619,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer12/base_subj7_corrlh.npy
13B,8,12,"(10242,)",0.1529028371085657,0.16957704326588185,0.06140840911272192,-0.216139870794066,0.24975126883217386,0,0,0.0,0.9552821714508885,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer12/base_subj8_corrlh.npy
13B,4,13,"(10242,)",0.11390966022199023,0.12352888758050948,0.033404028451923404,-0.17117279596780183,0.1931971249249357,0,0,0.0,0.974614333138059,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer13/base_subj4_corrlh.npy
13B,5,13,"(10242,)",0.07339590381019286,0.08565659029968917,0.04100597159381124,-0.18614770443436446,0.17572555677350982,0,0,0.0,0.9312634251122828,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer13/base_subj5_corrlh.npy
13B,6,13,"(10242,)",-0.012511073742999443,-0.011891825118644974,0.01281706431672743,-0.09857587224791259,0.08098808966930873,0,0,0.0,0.08836164811560242,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer13/base_subj6_corrlh.npy
13B,7,13,"(10242,)",0.040748297044521244,0.04276278832180942,0.01045289056620334,-0.07637468759477142,0.10055548977207014,0,0,0.0,0.9818394844756884,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer13/base_subj7_corrlh.npy
13B,8,13,"(10242,)",0.19640856911202823,0.21658272546969476,0.07295052044451265,-0.24347864800411534,0.27912404724651174,0,0,0.0,0.958797109939465,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer13/base_subj8_corrlh.npy
13B,4,14,"(10242,)",0.0943357454465479,0.10145489190183954,0.025396756627130593,-0.13590826144842294,0.15213225471057173,0,0,0.0,0.9771528998242531,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer14/base_subj4_corrlh.npy
13B,5,14,"(10242,)",0.06100710294393942,0.06912737452911254,0.026136691320797614,-0.11366365906889905,0.14276348954185608,0,0,0.0,0.9487404803749268,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer14/base_subj5_corrlh.npy
13B,6,14,"(10242,)",0.02458954230629682,0.025185698877982436,0.011021243658911365,-0.07659860709185283,0.11777597370957546,0,0,0.0,0.9732474126147237,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer14/base_subj6_corrlh.npy
13B,7,14,"(10242,)",0.07352287120762391,0.0775574114551125,0.018754150327568005,-0.13107618553594128,0.1248112490795443,0,0,0.0,0.9811560242140207,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer14/base_subj7_corrlh.npy
13B,8,14,"(10242,)",0.1624143419873426,0.1797268064423461,0.06089528891920577,-0.19364435922557915,0.2295270038020707,0,0,0.0,0.9568443663347003,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer14/base_subj8_corrlh.npy
13B,4,15,"(10242,)",0.08636264236726408,0.09544764133963118,0.02952202113352906,-0.14345642269395242,0.13355111234901781,0,0,0.0,0.9666080843585237,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer15/base_subj4_corrlh.npy
13B,5,15,"(10242,)",0.018616453099506946,0.026026630513431022,0.03549229723186622,-0.18645981506418463,0.2040667929642671,0,0,0.0,0.8127318883030658,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer15/base_subj5_corrlh.npy
13B,6,15,"(10242,)",0.01777403413230968,0.0187745571507641,0.009539633955302431,-0.0658890171521421,0.11870496229561942,0,0,0.0,0.9601640304628002,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer15/base_subj6_corrlh.npy
13B,7,15,"(10242,)",0.038368049256591735,0.040867707590746497,0.01342298176911628,-0.11444660755866641,0.11310057374623536,0,0,0.0,0.9719781292716266,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer15/base_subj7_corrlh.npy
13B,8,15,"(10242,)",0.15211230290372715,0.16917478668011326,0.06153698206864115,-0.228945961989409,0.22013256456713456,0,0,0.0,0.954696348369459,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer15/base_subj8_corrlh.npy
13B,4,16,"(10242,)",0.11504850095078521,0.12699243923015757,0.03749544000523975,-0.20927250041667741,0.179972233246822,0,0,0.0,0.9658269869166178,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer16/base_subj4_corrlh.npy
13B,5,16,"(10242,)",0.03163201092460412,0.03317669421092689,0.027002658472065958,-0.18035609888275012,0.17365405406964377,0,0,0.0,0.9138840070298769,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer16/base_subj5_corrlh.npy
13B,6,16,"(10242,)",-0.01876983628673351,-0.019863030885184953,0.010269184980025232,-0.13346091834728224,0.07033651231796803,0,0,0.0,0.03973833235696153,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer16/base_subj6_corrlh.npy
13B,7,16,"(10242,)",0.00691431139949186,0.00788354972983527,0.020847751607924476,-0.1512917646938676,0.12496421844019426,0,0,0.0,0.7794376098418277,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer16/base_subj7_corrlh.npy
13B,8,16,"(10242,)",0.1672276414628351,0.18451731351317024,0.06112895881655815,-0.2600556758428528,0.26870363220693194,0,0,0.0,0.958406561218512,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer16/base_subj8_corrlh.npy
13B,4,17,"(10242,)",0.03993857597558465,0.04123059607028734,0.018351300468074296,-0.13049716114241583,0.151294058421252,0,0,0.0,0.9673891818004297,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer17/base_subj4_corrlh.npy
13B,5,17,"(10242,)",0.0017835545940934896,0.00730021656669012,0.027956877085380236,-0.15487068328598882,0.18277800238252095,0,0,0.0,0.6804335090802578,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer17/base_subj5_corrlh.npy
13B,6,17,"(10242,)",0.005201637245891669,0.005932351516425065,0.006969197041854641,-0.07910360357180724,0.07848353362991226,0,0,0.0,0.9154462019136888,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer17/base_subj6_corrlh.npy
13B,7,17,"(10242,)",0.05136372389918202,0.055085652580999116,0.016284832640416226,-0.14182321490833769,0.13276668550106974,0,0,0.0,0.974614333138059,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer17/base_subj7_corrlh.npy
13B,8,17,"(10242,)",0.17446326577481083,0.19228671555037788,0.06526805883039437,-0.21716414656204483,0.24489796946223186,0,0,0.0,0.9574301894161297,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer17/base_subj8_corrlh.npy
13B,4,18,"(10242,)",0.10454183061831396,0.11391484403395398,0.031033817757485205,-0.1500422465446278,0.19940776943917413,0,0,0.0,0.9719781292716266,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer18/base_subj4_corrlh.npy
13B,5,18,"(10242,)",0.0790666116104394,0.09274425674626924,0.03875817912138668,-0.1328123611929737,0.14740785519171795,0,0,0.0,0.9348760007810974,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer18/base_subj5_corrlh.npy
13B,6,18,"(10242,)",0.039119163873943756,0.043694163310671594,0.021005702077381894,-0.13985003754685738,0.1200198016247675,0,0,0.0,0.9497168521773092,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer18/base_subj6_corrlh.npy
13B,7,18,"(10242,)",0.07730794365652703,0.08198929037269696,0.022507304109852744,-0.12096657084613137,0.13498294178776676,0,0,0.0,0.9771528998242531,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer18/base_subj7_corrlh.npy
13B,8,18,"(10242,)",0.15896237866062432,0.17373858357054373,0.05572881314384664,-0.24168614636387303,0.2698275953697045,0,0,0.0,0.9610427650849444,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer18/base_subj8_corrlh.npy
13B,4,19,"(10242,)",0.06304027122463342,0.07083378479014062,0.029427920681424222,-0.17569898728214123,0.136011886511571,0,0,0.0,0.9520601445030268,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer19/base_subj4_corrlh.npy
13B,5,19,"(10242,)",0.04715883667840918,0.055479177757709254,0.02645866837899862,-0.11914867537839338,0.14265182166966575,0,0,0.0,0.9291154071470415,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer19/base_subj5_corrlh.npy
13B,6,19,"(10242,)",-0.0042002165268820515,-0.004484378636153193,0.007431369388439111,-0.11110455375063177,0.09373902826600533,0,0,0.0,0.11316149189611405,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer19/base_subj6_corrlh.npy
13B,7,19,"(10242,)",0.048235142140852526,0.05078298707347366,0.01360398237307542,-0.07561007922987249,0.10615958742642657,0,0,0.0,0.9780316344463972,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer19/base_subj7_corrlh.npy
13B,8,19,"(10242,)",0.1858307624931964,0.2034846356821331,0.06699479140848141,-0.22665683066709724,0.2588610921488918,0,0,0.0,0.9594805702011326,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer19/base_subj8_corrlh.npy
13B,4,2,"(10242,)",0.07275785631487401,0.07801592224468556,0.021024728331745696,-0.11891759738771802,0.11698290111108689,0,0,0.0,0.9754930677602031,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer2/base_subj4_corrlh.npy
13B,5,2,"(10242,)",0.11935371550746172,0.13748857555089758,0.05246237720970484,-0.1597574090945587,0.19067837271373814,0,0,0.0,0.9402460456942003,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer2/base_subj5_corrlh.npy
13B,6,2,"(10242,)",0.029370646734381393,0.02988201823749531,0.011429601618521378,-0.07180501207383513,0.14203479628212268,0,0,0.0,0.9810583870337825,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer2/base_subj6_corrlh.npy
13B,7,2,"(10242,)",0.13212586515636057,0.13960799876926341,0.03266609970558255,-0.1720163364412533,0.19975023445778825,0,0,0.0,0.9789103690685413,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer2/base_subj7_corrlh.npy
13B,8,2,"(10242,)",0.2196630179943506,0.2407174784615032,0.07847895365247307,-0.2514860128648577,0.3038006579850585,0,0,0.0,0.9598711189220855,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer2/base_subj8_corrlh.npy
13B,4,20,"(10242,)",0.0714061149876456,0.07609536639303897,0.019818399776019128,-0.1056230746789488,0.13159615358311422,0,0,0.0,0.9784221831673501,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer20/base_subj4_corrlh.npy
13B,5,20,"(10242,)",0.11370974791115435,0.1326310412093334,0.052318932233305575,-0.1664958886410439,0.1789636265160232,0,0,0.0,0.9360476469439563,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer20/base_subj5_corrlh.npy
13B,6,20,"(10242,)",0.02859546653872258,0.030972359039163705,0.013921521407852069,-0.14056726108599635,0.09960046217811849,0,0,0.0,0.9582112868580356,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer20/base_subj6_corrlh.npy
13B,7,20,"(10242,)",0.05928571635839804,0.06146689981557602,0.01645846506477606,-0.15101678557216158,0.13116662735044143,0,0,0.0,0.9798867408709236,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer20/base_subj7_corrlh.npy
13B,8,20,"(10242,)",0.16892163654984788,0.1818171881161666,0.052452262642857475,-0.17397272418636806,0.25719764280450574,0,0,0.0,0.9658269869166178,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer20/base_subj8_corrlh.npy
13B,4,21,"(10242,)",0.025793815022729476,0.02767255491439983,0.01568929931452114,-0.09463015877777006,0.12231138085790551,0,0,0.0,0.9497168521773092,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer21/base_subj4_corrlh.npy
13B,5,21,"(10242,)",0.08163273731896618,0.09580655410818203,0.04120401790392841,-0.15881017349838036,0.17755686561797593,0,0,0.0,0.9336067174380004,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer21/base_subj5_corrlh.npy
13B,6,21,"(10242,)",0.002165569020404696,0.003582250752869787,0.010653235021725747,-0.08869023150703381,0.07706672660594827,0,0,0.0,0.7632298379222808,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer21/base_subj6_corrlh.npy
13B,7,21,"(10242,)",0.046072128387584094,0.04885324848272429,0.014552282312427002,-0.09302217843136036,0.1417986382691671,0,0,0.0,0.9765670767428236,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer21/base_subj7_corrlh.npy
13B,8,21,"(10242,)",0.22390317978457755,0.24440378183175226,0.0774065414325046,-0.2724227005773622,0.3333559647064378,0,0,0.0,0.9605545791837532,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer21/base_subj8_corrlh.npy
13B,4,22,"(10242,)",0.07659690736288689,0.08056390000807537,0.021926463159483756,-0.11349381970529022,0.13773658191260402,0,0,0.0,0.9789103690685413,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer22/base_subj4_corrlh.npy
13B,5,22,"(10242,)",0.08465581987913336,0.10079493175072984,0.049453157693485066,-0.21480930085757918,0.20538106088838504,0,0,0.0,0.9228666276117946,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer22/base_subj5_corrlh.npy
13B,6,22,"(10242,)",0.006082519340146486,0.007080782846106858,0.013052420060522856,-0.11206373392688444,0.11586748213757392,0,0,0.0,0.8796133567662566,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer22/base_subj6_corrlh.npy
13B,7,22,"(10242,)",0.06056490975738812,0.06496569193140049,0.018924573687073218,-0.09796297353585953,0.13287231519154927,0,0,0.0,0.9741261472368677,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer22/base_subj7_corrlh.npy
13B,8,22,"(10242,)",0.13256896724785616,0.14786762854823884,0.053945045699521285,-0.1764972845337515,0.19798420859626686,0,0,0.0,0.9532317906658856,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer22/base_subj8_corrlh.npy
13B,4,23,"(10242,)",0.0619075802965241,0.06712634611167007,0.020057992106881667,-0.11377218616559906,0.1408850439641784,0,0,0.0,0.969634836945909,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer23/base_subj4_corrlh.npy
13B,5,23,"(10242,)",0.008881975830205854,0.010188292402273397,0.01392480505332167,-0.1290113897923046,0.11927717547796193,0,0,0.0,0.8854715875805507,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer23/base_subj5_corrlh.npy
13B,6,23,"(10242,)",0.001671535491249163,0.0020973761902769524,0.008882174834335536,-0.12256845310712804,0.10919348164225647,0,0,0.0,0.7830501855106424,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer23/base_subj6_corrlh.npy
13B,7,23,"(10242,)",0.05263010998218647,0.056699635597906965,0.019171342410058106,-0.11422225216003823,0.1332020684612377,0,0,0.0,0.9674868189806678,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer23/base_subj7_corrlh.npy
13B,8,23,"(10242,)",0.1769173097730617,0.19680028928366555,0.07193941908290885,-0.2546778913905909,0.26360241955945607,0,0,0.0,0.9544034368287444,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer23/base_subj8_corrlh.npy
13B,4,24,"(10242,)",0.04562244920918645,0.04949845956087248,0.018507392945302483,-0.14412175013105316,0.14433217971696055,0,0,0.0,0.9661198984573326,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer24/base_subj4_corrlh.npy
13B,5,24,"(10242,)",0.10063793665364154,0.11469398451556179,0.04041801913432224,-0.12799691000293634,0.1614253231804195,0,0,0.0,0.9506932239796915,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer24/base_subj5_corrlh.npy
13B,6,24,"(10242,)",-0.04352170294098077,-0.046535320028733784,0.013505873910975873,-0.0957495840491267,0.09682766427606358,0,0,0.0,0.02792423354813513,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer24/base_subj6_corrlh.npy
13B,7,24,"(10242,)",0.030293011814491375,0.03231557297695758,0.01124407194898184,-0.0772330888988939,0.10365155561382172,0,0,0.0,0.9697324741261473,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer24/base_subj7_corrlh.npy
13B,8,24,"(10242,)",0.12292216079449633,0.1345975496834886,0.04535422345180215,-0.19527008871487486,0.22157568826626353,0,0,0.0,0.960066393282562,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer24/base_subj8_corrlh.npy
13B,4,25,"(10242,)",0.007729454816610252,0.007687940807892426,0.01650499833603653,-0.12341338169458058,0.1416331635930922,0,0,0.0,0.8390939269673892,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer25/base_subj4_corrlh.npy
13B,5,25,"(10242,)",0.0561299365726594,0.0624220950917439,0.025529274247788367,-0.19332606038796749,0.1448758163771952,0,0,0.0,0.947568834212068,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer25/base_subj5_corrlh.npy
13B,6,25,"(10242,)",-0.018456721137316615,-0.019922021242992617,0.00972650762743546,-0.07951917325019905,0.10615215012412382,0,0,0.0,0.0396406951767233,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer25/base_subj6_corrlh.npy
13B,7,25,"(10242,)",0.0580137755348864,0.06143042659625829,0.017707625499253674,-0.12369594619208231,0.147389982326637,0,0,0.0,0.9737355985159148,/media/i9a2/WindowsData/Wsh/Brain_LLM_Project/4_Results_fmriprep25_test/llama/13B/base/layer25/base_subj7_corrlh.npy
